contract_type,detail_url,job_type,location,salary,title
Permanent,/jobs/senior-loan-processing-analyst-sme-lending/52169014?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D47,full-time,Birmingham,"£40,000 - £50,000 per annum",Senior Loan Processing Analyst - SME Lending
Permanent,/jobs/senior-it-cyber-security-analyst-uk/52077362?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D47,full-time,Dorset,"£45,000 per annum",Senior IT Cyber Security Analyst - UK
Permanent,/jobs/sap-analyst/52196006?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D47,full-time,Eastleigh,Competitive salary,SAP Analyst
Permanent,/jobs/business-analyst/52228139?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D47,full-time,Caldecotte,Competitive salary,Business Analyst
Permanent,/jobs/resource-analyst/52131590?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D47,full-time,Southend-on-Sea,Salary negotiable,Resource Analyst
Permanent,/jobs/credit-analyst/52102942?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D47,full-time,Leicester,"£32,000 - £38,000 per annum",Credit Analyst
Permanent,/jobs/change-manager-change-business-analyst/52075430?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D47,full-time,London,"£100,000 - £110,000 per annum",Change Manager / Change Business Analyst
Permanent,/jobs/commerical-financial-analyst/52221323?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D47,full-time,London,Competitive salary,Commerical Financial Analyst
Permanent,/jobs/reward-and-benefits-analyst/52232540?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D47,full-time,London,"£35,000 - £40,000 per annum",Reward and Benefits Analyst
Contract,/jobs/specialist-ict-analyst-revenues-and-benefits/52241716?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D47,full-time,London,£477 per day,Specialist ICT Analyst Revenues and Benefits
Permanent,/jobs/reward-analyst/52020433?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D47,full-time,Middlemarch Business Park,"£40,000 - £45,000 per annum",Reward Analyst
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Contract,/jobs/data-governance-analyst/52168319?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Netherlands,€95 - €110 per hour,Data Governance Analyst
Permanent,/jobs/risk-data-analyst/52190438?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Loughborough,Competitive salary,Risk Data Analyst
Permanent,/jobs/assistant-commercial-analyst/52233375?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Darlington,"£26,500 per annum",Assistant Commercial Analyst
Permanent,/jobs/senior-finance-support-analyst/52173988?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Hoddesdon,Competitive salary,Senior Finance Support Analyst
Permanent,/jobs/finance-analyst/52230415?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,North London,"£37,000 - £42,000 per annum",Finance Analyst
Permanent,/jobs/investment-banking-graduate/51493446?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Birmingham,"£30,000 - £35,000 per annum",Investment Banking Graduate 
Permanent,/jobs/investment-banking-graduate/51493428?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Canary Wharf,"£30,000 - £35,000 per annum",Investment Banking Graduate 
Permanent,/jobs/investment-banking-graduate/51493402?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Glasgow,"£30,000 - £35,000 per annum",Investment Banking Graduate 
Permanent,/jobs/investment-banking-graduate/51493394?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Edinburgh,"£30,000 - £35,000 per annum",Investment Banking Graduate 
Permanent,/jobs/tax-analyst/52206517?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Northamptonshire,"£35,000 - £40,000 per annum",Tax Analyst
Permanent,/jobs/operational-analyst-consultant/47044375?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Cosham,"£40,000 - £70,000 per annum",Operational Analyst Consultant 
Permanent,/jobs/seo-executive/52007426?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Wrexham,Salary negotiable,SEO Executive
Permanent,/jobs/senior-finance-analyst/52101928?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Hertfordshire,"£55,000 - £65,000 per annum",Senior Finance Analyst
Contract,/jobs/interim-finance-analyst/52005167?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,London,"£60,000 - £67,000 per annum",Interim Finance Analyst
Contract,/jobs/prime-finance-margin-analyst/52167848?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Bromley,Salary negotiable,Prime Finance Margin Analyst
Permanent,/jobs/operational-analyst-consultant/42686419?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Portsmouth,"£40,000 - £65,000 per annum",Operational Analyst Consultant 
Permanent,/jobs/junior-insight-analyst/52236918?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Stafford,"£25,000 - £35,000 per annum",Junior Insight Analyst
Permanent,/jobs/financial-analyst/52205860?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Carlisle,"£30,000 - £40,000 per annum",Financial Analyst
Permanent,/jobs/problem-management-analyst/52176799?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Swindon,"£33,000 - £37,000 per annum",Problem Management Analyst
Contract,/jobs/senior-analyst-oil-gas-and-mining/52175079?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,London,"£70,000 - £80,000 per annum","Senior Analyst Oil, Gas and Mining"
Permanent,/jobs/finance-analyst/52205808?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Staffordshire,"£40,000 - £50,000 per annum",Finance Analyst
Permanent,/jobs/fuel-analyst/52154482?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,St. Albans,"£30,000 - £39,000 per annum",Fuel Analyst
Permanent,/jobs/senior-business-analyst-banking/52014635?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,London,"£80,000 - £90,000 per annum",Senior Business Analyst - Banking
Permanent,/jobs/senior-database-specialist/52030540?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Edinburgh,"£33,000 - £38,000 per annum",Senior Database Specialist
Temporary,/jobs/senior-administration-assistant/52180432?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Manchester,"£14.29 per hour, inc benefits",Senior Administration Assistant
Permanent,/jobs/reconciliations-and-billings-analyst/52249353?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Bristol,"£25,000 - £30,000 per annum",Reconciliations and Billings Analyst
Permanent,/jobs/application-analyst/52108005?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Chelmsford,"£37,000 - £43,000 per annum",Application Analyst
Permanent,/jobs/graduate-business-analyst-18m-ftc/52171813?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,City of London,"£32,000 per annum",Graduate Business Analyst - 18M FTC
Permanent,/jobs/digital-forensic-analyst/52149211?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Nuneaton,"£27,000 - £37,000 per annum",Digital Forensic Analyst
Permanent,/jobs/cyber-security-analyst/52072168?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Ipswich,"£50,000 - £60,000 per annum",Cyber Security Analyst
Contract,/jobs/business-analyst-client-life-cycle-management/52178204?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,London,Salary negotiable,Business Analyst Client Life Cycle Management
Permanent,/jobs/fp-a-analyst/52091800?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Salford,"£45,000 - £50,000 per annum",FP&A Analyst
Permanent,/jobs/fp-a-analyst/52250957?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Peterborough,"£45,000 - £50,000 per annum",FP&A Analyst
Permanent,/jobs/procurement-support/52252562?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Huddersfield,"£30,000 - £40,000 per annum, inc benefits",Procurement Support
Permanent,/jobs/lead-it-business-analyst/52128070?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Sheffield,"£35,000 - £45,000 per annum",Lead IT Business Analyst
Permanent,/jobs/commercial-management-accountant/52115570?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,Leicester,"£50,000 - £55,000 per annum",Commercial Management Accountant
Permanent,/jobs/product-owner-cyber/52109353?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D48,full-time,City of London,"£90,000 - £100,000 per annum, inc benefits",Product Owner Cyber
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Contract,/jobs/data-governance-analyst/52168319?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Netherlands,€95 - €110 per hour,Data Governance Analyst
Temporary,/jobs/it-data-analyst/52212140?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Manchester,£18.10 per hour,IT Data Analyst
Contract,/jobs/financial-analyst/52214712?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Luton,Salary negotiable,Financial Analyst
Contract,/jobs/graduate-research-assistant/52208392?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Cheltenham,£11 - £12 per hour,Graduate Research Assistant
Permanent,/jobs/financial-analyst/52205860?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Carlisle,"£30,000 - £40,000 per annum",Financial Analyst
Permanent,/jobs/test-analyst/52191394?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Reading,"£30,000 - £35,000 per annum",Test Analyst
Permanent,/jobs/senior-finance-support-analyst/52173988?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Hoddesdon,Competitive salary,Senior Finance Support Analyst
Permanent,/jobs/problem-management-analyst/52176799?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Swindon,"£33,000 - £37,000 per annum",Problem Management Analyst
Permanent,/jobs/graduate-business-analyst-18m-ftc/52171813?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,City of London,"£32,000 per annum",Graduate Business Analyst - 18M FTC
Permanent,/jobs/digital-forensic-analyst/52149211?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Nuneaton,"£27,000 - £37,000 per annum",Digital Forensic Analyst
Permanent,/jobs/cyber-security-analyst/52072168?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Ipswich,"£50,000 - £60,000 per annum",Cyber Security Analyst
Permanent,/jobs/operational-analyst-consultant/51960469?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Bristol,"£40,000 - £70,000 per annum",Operational Analyst Consultant 
Permanent,/jobs/operational-analyst-consultant/51960463?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,"Hawthorn, Corsham","£40,000 - £70,000 per annum",Operational Analyst Consultant 
Permanent,/jobs/sugar-emerging-fuels-analyst-london-negotiable-bonus/52053122?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,London,Salary negotiable,Sugar & Emerging Fuels Analyst - London - £Negotiable  Bonus
Permanent,/jobs/group-financial-planning-analyst/52142603?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,London,"£40,000 - £50,000 per annum",Group Financial Planning Analyst
Permanent,/jobs/commercial-finance-analyst/52248044?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Trafford Park,"£45,000 - £55,000 per annum",Commercial Finance Analyst
Permanent,/jobs/operational-analyst-consultant/47044375?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Cosham,"£40,000 - £70,000 per annum",Operational Analyst Consultant 
Permanent,/jobs/seo-executive/52007426?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Wrexham,Salary negotiable,SEO Executive
Permanent,/jobs/fp-a-analyst/52250957?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Peterborough,"£45,000 - £50,000 per annum",FP&A Analyst
Permanent,/jobs/junior-insight-analyst/52236918?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Stafford,"£25,000 - £35,000 per annum",Junior Insight Analyst
Permanent,/jobs/process-analyst/52115028?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Lytham St. Annes,"£40,000 per annum",Process Analyst
Temporary,/jobs/108462-business-analyst/52219974?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,London,£141.92 - £216.72 per day,108462 - Business Analyst
Contract,/jobs/senior-analyst-oil-gas-and-mining/52175079?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,London,"£70,000 - £80,000 per annum","Senior Analyst Oil, Gas and Mining"
Permanent,/jobs/business-analyst/52042859?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Sevenoaks,"£33,000 - £38,000 per annum",Business Analyst
Permanent,/jobs/supply-chain-analyst/52252547?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Huddersfield,"£30,000 - £40,000 per annum, inc benefits",Supply Chain Analyst
Permanent,/jobs/senior-database-specialist/52030540?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Edinburgh,"£33,000 - £38,000 per annum",Senior Database Specialist
Temporary,/jobs/part-time-digital-project-manager/52151753?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,part-time,London,£36 - £37 per hour,Part-time Digital Project Manager 
Contract,/jobs/business-analyst-client-life-cycle-management/52178204?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,London,Salary negotiable,Business Analyst Client Life Cycle Management
Permanent,/jobs/senior-business-analyst/52247873?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,City of London,Salary not specified,Senior Business Analyst
Permanent,/jobs/procurement-support/52252562?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Huddersfield,"£30,000 - £40,000 per annum, inc benefits",Procurement Support
Permanent,/jobs/lead-it-business-analyst/52128070?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Sheffield,"£35,000 - £45,000 per annum",Lead IT Business Analyst
Permanent,/jobs/commercial-management-accountant/52115570?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Leicester,"£50,000 - £55,000 per annum",Commercial Management Accountant
Permanent,/jobs/procurement/52253072?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Tandem,"£30,000 - £40,000 per annum, inc benefits",Procurement
Permanent,/jobs/supply-chain/52252556?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Huddersfield,"£30,000 - £40,000 per annum, inc benefits",Supply Chain
Permanent,/jobs/medical-research-analyst/52055813?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Montpellier,"£25,000 - £30,000 per annum",Medical Research Analyst
Permanent,/jobs/support-analyst-0685/52253460?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,London,Competitive salary,Support Analyst 0685 
Contract,/jobs/business-analyst-consultant/52168393?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D49,full-time,Walsall,£315 per day,Business Analyst /  Consultant
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Contract,/jobs/data-governance-analyst/52168319?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Netherlands,€95 - €110 per hour,Data Governance Analyst
Temporary,/jobs/it-data-analyst/52212140?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Manchester,£18.10 per hour,IT Data Analyst
Permanent,/jobs/accounts-assistant-cost-analyst/52179173?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Leominster,Competitive salary,Accounts Assistant Cost Analyst
Permanent,/jobs/credit-risk-analyst/52176892?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Nottingham,"£40,000 - £45,000 per annum",Credit Risk Analyst
Permanent,/jobs/power-bi-developer/52222665?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Blackpool,"£40,000 - £60,000 per annum",Power BI Developer
Permanent,/jobs/soc-analyst/52162964?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Hemel Hempstead,"£50,000 - £58,000 per annum",SOC Analyst
Permanent,/jobs/qc-analyst/52126747?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Tredegar,"£27,200 per annum",QC Analyst
Permanent,/jobs/support-analyst/52110220?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,London,"£50,000 - £65,000 per annum",Support Analyst
Temporary,/jobs/graduate-finance-analyst/52208616?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Birmingham,£12 - £13 per hour,Graduate Finance Analyst
Permanent,/jobs/senior-pricing-analyst/52198154?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time or part-time,London,"£38,000 - £52,000 per annum",Senior Pricing Analyst
Permanent,/jobs/business-systems-analyst/50952224?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Leeming Bar,"£35,000 - £45,000 per annum",Business Systems Analyst
Contract,/jobs/customer-service/52196165?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Chineham,£15 - £18 per hour,Customer Service
Permanent,/jobs/digital-acquisition-manager/52247833?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Surrey,"£55,000 - £65,000 per annum",Digital Acquisition Manager
Permanent,/jobs/junior-analyst-administrator/52144860?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Glasgow,"£21,000 - £23,000 per annum",Junior Analyst/Administrator
Permanent,/jobs/1st-2nd-line-it-helpdesk/52002514?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Weybridge,"£30,000 per annum",1st - 2nd Line IT Helpdesk
Permanent,/jobs/credit-risk-analytics-manager-sme-lending/52062808?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,London,"£70,000 - £90,000 per annum",CREDIT RISK ANALYTICS MANAGER - SME LENDING
Permanent,/jobs/e-commerce-insight-analyst/52051926?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Wallingford,"£40,000 - £50,000 per annum",E-commerce Insight Analyst
Temporary,/jobs/systems-analyst/52007819?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Stockport,"£28,000 per annum",Systems Analyst
Contract,/jobs/finance-business-partner/52101563?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Basingstoke,"£55,000 - £60,000 per annum",Finance Business Partner
Permanent,/jobs/commercial-finance-analyst/52024121?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,London,"£30,000 - £40,000 per annum",Commercial Finance Analyst
Permanent,/jobs/financial-analyst/52040211?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,London,"£44,000 - £50,000 per annum",Financial Analyst
Permanent,/jobs/senior-finance-analyst-international-hospitality-business/52163252?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,London,"£65,000 - £70,000 per annum, OTE", Senior Finance Analyst - International Hospitality Business
Permanent,/jobs/commercial-analyst/52231146?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Thame,"£24,000 - £26,000 per annum",Commercial Analyst
Permanent,/jobs/commercial-analyst/52229906?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Reading,"£45,000 - £50,000 per annum",Commercial Analyst
Permanent,/jobs/business-analyst/52250937?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,London,"£42,000 - £47,000 per annum",Business Analyst
Permanent,/jobs/pricing-analyst/52156673?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Reading,"£45,000 - £50,000 per annum",Pricing Analyst
Permanent,/jobs/billing-analyst/52144941?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Glasgow,"£25,000 - £28,000 per annum",Billing Analyst
Permanent,/jobs/soc-engineer-network-security-ddos/52141976?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time or part-time,London,"£60,000 - £80,000 per annum, OTE, inc benefits, pro-rata, negotiable",SOC Engineer - Network Security / DDoS
Permanent,/jobs/oracle-fusion-finance-systems-analyst/52114585?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Perth,"£45,000 - £56,000 per annum",Oracle Fusion Finance Systems Analyst
Permanent,/jobs/fp-a-analyst/52093952?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,City of London,Competitive salary,FP&A Analyst
Permanent,/jobs/fp-a-analyst/52219885?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Oxford,"£55,000 - £60,000 per annum",FP&A Analyst
Permanent,/jobs/supply-chain-analyst/52253066?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Tandem,"£30,000 - £40,000 per annum, inc benefits",Supply Chain Analyst
Permanent,/jobs/financial-analyst/52045127?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Cheshunt,"£55,000 per annum",Financial Analyst
Permanent,/jobs/billing-and-settlement-analyst-energy-utilities/52124415?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Bedford,"£28,000 - £30,000 per annum",Billing and Settlement Analyst (Energy & Utilities)
Permanent,/jobs/salesforce-business-analyst-product-owner/52060618?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,London,"£55,000 - £65,000 per annum",Salesforce Business Analyst/Product Owner
Permanent,/jobs/research-analyst-economist/52036864?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Dorking,"£40,000 - £50,000 per annum",Research Analyst / Economist
Permanent,/jobs/market-risk-business-analyst/52233849?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D50,full-time,Northampton,"£60,000 - £70,000 per annum",Market Risk Business Analyst
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Contract,/jobs/data-governance-analyst/52168319?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D51,full-time,Netherlands,€95 - €110 per hour,Data Governance Analyst
Permanent,/jobs/risk-data-analyst/52190438?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D51,full-time,Loughborough,Competitive salary,Risk Data Analyst
Contract,/jobs/bi-reporting-analyst/52243502?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D51,full-time,London,£275 per day,BI Reporting Analyst
Permanent,/jobs/marketing-analyst-automotive/52216236?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D51,full-time,Taunton,"£25,000 - £35,000 per annum",Marketing Analyst Automotive
Contract,/jobs/finance-analyst/52212912?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D51,full-time,"Langstone, Havant","£28,500 - £48,000 per annum",Finance Analyst
Permanent,/jobs/finance-systems-analyst/52243590?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D51,full-time,London,"£70,000 per annum",Finance Systems Analyst
Permanent,/jobs/product-owner-igaming/52029900?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D51,full-time,Suffolk,"£45,000 - £60,000 per annum",Product Owner - iGaming
Permanent,/jobs/credit-portfolio-analyst/52014392?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D51,full-time,London,"£60,000 per annum",Credit Portfolio Analyst
Permanent,/jobs/fp-a-analyst/52203120?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D51,full-time,Hounslow,"£55,000 - £65,000 per annum",FP&A Analyst
Permanent,/jobs/fp-a-analyst/52093952?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D51,full-time,City of London,Competitive salary,FP&A Analyst
Temporary,/jobs/systems-analyst/52007819?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D51,full-time,Stockport,"£28,000 per annum",Systems Analyst
Permanent,/jobs/hris-analyst/52204489?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D51,full-time,Caldecotte,Competitive salary,HRIS Analyst
Permanent,/jobs/research-analyst-economist/52036864?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D51,full-time,Dorking,"£40,000 - £50,000 per annum",Research Analyst / Economist
