contract_type,detail_url,job_type,location,salary,title
Permanent,/jobs/fixed-income-business-analyst/52003522?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,London,Salary negotiable,Fixed income Business analyst
Permanent,/jobs/commercial-analyst/52053080?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,Nottingham,"£30,000 - £40,000 per annum",Commercial Analyst
Permanent,/jobs/electronic-trading-product-analyst/52003605?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,London,Salary negotiable,Electronic Trading Product analyst
Permanent,/jobs/senior-analyst/50798739?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,Winchester,"£35,000 - £60,000 per annum",Senior Analyst 
Permanent,/jobs/business-intelligence-analyst/52248003?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,City of London,"£40,000 - £45,000 per annum",Business Intelligence Analyst
Permanent,/jobs/systems-analyst/52255245?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,Cambridge,Salary negotiable,Systems Analyst
Permanent,/jobs/operational-analyst-consultant/50673374?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,Winchester,"£40,000 - £65,000 per annum",Operational Analyst Consultant 
Contract,/jobs/bi-analyst/52076835?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,London,£600 - £650 per day,BI Analyst
Contract,/jobs/hr-analyst/52096715?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,Luton,£250 - £300 per day,HR Analyst
Temporary,/jobs/financial-planning-analyst-fp-a/52006928?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,Tunbridge Wells,"£45,000 - £55,000 per annum",Financial Planning Analyst (FP&A)
Permanent,/jobs/production-analyst/52125718?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,Titton,"£25,000 - £30,000 per annum",Production Analyst
Permanent,/jobs/reward-analyst/52057387?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,Oxford,Competitive salary,Reward Analyst
Permanent,/jobs/finance-analyst/52036394?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,"Shirley, Solihull","£35,000 - £40,000 per annum",Finance Analyst
Permanent,/jobs/senior-sap-finance-analyst/52173965?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,Derby,Competitive salary,Senior SAP Finance Analyst 
Permanent,/jobs/analyst/52200024?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,Lincoln,"£30,000 - £40,000 per annum, OTE, inc benefits",Analyst
Permanent,/jobs/business-insight-analyst/52256119?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,Stafford,"£40,000 - £45,000 per annum",Business Insight Analyst
Permanent,/jobs/insight-analyst/52159192?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,New Malden,"£30,000 - £40,000 per annum",Insight Analyst
Permanent,/jobs/technical-business-analyst/52090559?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,Walsall,"£45,000 - £50,000 per annum",Technical Business Analyst
Permanent,/jobs/pensions-implementation-analyst-sql-excel/52178535?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time or part-time,London,"£30,000 - £40,000 per annum",Pensions Implementation Analyst SQL/Excel
Permanent,/jobs/pensions-implementation-analyst-sql-excel/52085160?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time or part-time,Glasgow,"£30,000 - £40,000 per annum",Pensions Implementation Analyst SQL/Excel
Permanent,/jobs/senior-revenue-analyst/52128587?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,London,"£35,000 - £40,000 per annum",Senior Revenue Analyst
Permanent,/jobs/pricing-analyst/52091333?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,Romsey,"£35,000 - £50,000 per annum",Pricing Analyst
Permanent,/jobs/digital-analyst-hybrid-bristol-up-to-55k/52110422?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,Bristol,"£45,000 - £55,000 per annum",Digital Analyst - Hybrid/Bristol - Up to £55k
Permanent,/jobs/procurement-category-analyst/52021905?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,Bournemouth,"£40,000 - £50,000 per annum",Procurement Category Analyst
Temporary,/jobs/finance-analyst/52242440?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,Northampton,£14 - £18 per hour,Finance Analyst
Temporary,/jobs/financial-planning-analyst-fp-a/52054698?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,"Cheriton, Folkestone","£45,000 - £55,000 per annum",Financial Planning Analyst (FP&A)
Permanent,/jobs/senior-sap-finance-analyst/52173977?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,Derby,Competitive salary,Senior SAP Finance Analyst 
Permanent,/jobs/systems-analyst/52015807?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,Gateshead,"£26,000 - £28,000 per annum",Systems Analyst
Permanent,/jobs/water-leakage-analyst/52213622?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D23,full-time,Denmead,£30 - £35 per annum,Water Leakage Analyst
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Contract,/jobs/data-governance-analyst/52168319?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,Netherlands,€95 - €110 per hour,Data Governance Analyst
Temporary,/jobs/it-data-analyst/52212140?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,Manchester,£18.10 per hour,IT Data Analyst
Permanent,/jobs/commercial-analyst/52234395?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,Nottingham,"£35,000 - £40,000 per annum",Commercial Analyst
Temporary,/jobs/business-analyst/52166878?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,Maidenhead,Competitive salary,Business Analyst
Permanent,/jobs/data-administrator/52172009?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,Bath,"£22,000 - £30,000 per annum",Data Administrator
Permanent,/jobs/technical-business-analyst/52090559?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,Walsall,"£45,000 - £50,000 per annum",Technical Business Analyst
Permanent,/jobs/commercial-business-analyst/52065623?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,London,"£55,000 - £70,000 per annum",Commercial Business Analyst
Permanent,/jobs/product-analyst/52247858?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,Manchester,"£50,000 - £70,000 per annum",Product Analyst
Permanent,/jobs/revenue-analyst-music/52086908?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,London,"£60,000 per annum",Revenue Analyst - Music
Permanent,/jobs/reporting-analyst/52142628?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,Liverpool,Competitive salary,Reporting Analyst
Contract,/jobs/business-analyst/52140612?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,Bristol,£500 - £525 per day,Business Analyst
Permanent,/jobs/senior-exposure-management-analyst/52052118?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,London,"£60,000 - £75,000 per annum",Senior Exposure Management Analyst
Permanent,/jobs/bi-analyst/52187794?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,Manchester,"£40,000 - £50,000 per annum",BI Analyst
Permanent,/jobs/financial-analyst/52196789?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,Plymouth,"£45,000 - £55,000 per annum",Financial Analyst
Permanent,/jobs/business-analyst/52114151?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,London,"£70,000 - £80,000 per annum, inc benefits",Business Analyst
Permanent,/jobs/business-development-analyst/52207099?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,Kent,"£30,000 - £35,000 per annum",Business Development Analyst
Contract,/jobs/hr-systems-analyst/52232805?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,London,"£35,000 - £40,000 per annum, pro-rata",HR Systems Analyst
Permanent,/jobs/digital-analyst/52067725?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,London,"£60,000 - £65,000 per annum",Digital Analyst
Permanent,/jobs/senior-business-analyst/52191076?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,Leicestershire,"£65,000 - £75,000 per annum",Senior Business Analyst
Permanent,/jobs/senior-product-analyst/52207002?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,London,"£55,000 - £65,000 per annum",Senior Product Analyst
Permanent,/jobs/senior-product-analyst/52206989?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,London,"£65,000 - £75,000 per annum",Senior Product Analyst
Permanent,/jobs/web-analyst/52071389?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,London,"£55,000 - £65,000 per annum",Web Analyst
Permanent,/jobs/commercial-finance-analyst/52126894?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,Warwick,"£35,000 - £40,000 per annum",Commercial Finance Analyst
Permanent,/jobs/finance-analyst/52142430?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,Cwmbran,"£30,000 - £38,000 per annum",Finance Analyst
Temporary,/jobs/finance-analyst/52007264?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,Folkestone,"£43,000 - £52,000 per annum",Finance Analyst
Permanent,/jobs/finance-analyst/52052420?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,Solihull,"£35,000 - £42,000 per annum",Finance Analyst
Permanent,/jobs/lead-product-analyst/52207836?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,London,"£75,000 - £90,000 per annum",Lead Product Analyst
Permanent,/jobs/senior-product-analyst/52207816?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,London,"£60,000 - £75,000 per annum",Senior Product Analyst
Permanent,/jobs/campaign-analyst/52064561?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,London,"£35,000 - £40,000 per annum",Campaign Analyst
Permanent,/jobs/marketing-analyst/52149276?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,"Waterwells Business Park, Quedgeley","£24,000 per annum",Marketing Analyst
Permanent,/jobs/lead-product-analyst/52247892?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,Birmingham,"£80,000 - £90,000 per annum",Lead Product Analyst
Permanent,/jobs/digital-analyst/52151563?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,London,"£60,000 - £65,000 per annum",Digital Analyst
Permanent,/jobs/digital-analyst/52111308?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,London,"£60,000 - £65,000 per annum",Digital Analyst
Contract,/jobs/senior-application-analyst-nec/52204231?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,North London,£440 per day,Senior Application Analyst NEC
Permanent,/jobs/senior-pricing-analyst/52172068?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,London,"£55,000 - £70,000 per annum",Senior Pricing Analyst
Permanent,/jobs/senior-operational-analyst/51061976?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,Winchester,"£40,000 - £65,000 per annum",Senior Operational Analyst 
Permanent,/jobs/business-analyst/52191182?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D24,full-time,Leicestershire,"£50,000 - £55,000 per annum",Business Analyst 
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Contract,/jobs/data-governance-analyst/52168319?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,Netherlands,€95 - €110 per hour,Data Governance Analyst
Permanent,/jobs/risk-data-analyst/52190438?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,Loughborough,Competitive salary,Risk Data Analyst
Permanent,/jobs/junior-business-analyst/52248394?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,Stafford,"£30,000 - £35,000 per annum",Junior Business Analyst
Permanent,/jobs/senior-credit-risk-analyst/52153614?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,London,"£60,000 per annum",Senior Credit Risk Analyst
Permanent,/jobs/commercial-analyst/52177017?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,Warrington,"£30,000 - £35,000 per annum",Commercial Analyst
Permanent,/jobs/senior-digital-analyst/52175994?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,London,"£50,000 - £60,000 per annum",Senior Digital Analyst
Temporary,/jobs/finance-analyst/52007264?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,Folkestone,"£43,000 - £52,000 per annum",Finance Analyst
Contract,/jobs/privacy-analyst/52153425?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,Manchester,£350 - £400 per day,Privacy Analyst
Permanent,/jobs/commercial-finance-analyst/52104407?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,Leicester,"£35,000 - £40,000 per annum",Commercial Finance Analyst
Permanent,/jobs/senior-reserving-analyst/52209506?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,London,"£60,000 - £75,000 per annum",Senior Reserving Analyst
Permanent,/jobs/digital-analyst/52151563?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,London,"£60,000 - £65,000 per annum",Digital Analyst
Permanent,/jobs/digital-analyst/52111308?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,London,"£60,000 - £65,000 per annum",Digital Analyst
Permanent,/jobs/marketing-analyst/52149276?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,"Waterwells Business Park, Quedgeley","£24,000 per annum",Marketing Analyst
Permanent,/jobs/web-analyst/52008598?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,Manchester,"£35,000 - £45,000 per annum",Web Analyst
Permanent,/jobs/senior-bi-analyst/52222583?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,Manchester,"£45,000 - £60,000 per annum",Senior BI Analyst
Contract,/jobs/business-analyst/52169053?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,Northampton,£350 - £400 per day,Business Analyst
Permanent,/jobs/senior-digital-analyst/52151475?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,London,"£70,000 - £75,000 per annum",Senior Digital Analyst
Permanent,/jobs/senior-digital-analyst/52110805?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,London,"£70,000 - £75,000 per annum",Senior Digital Analyst
Permanent,/jobs/senior-digital-analyst/52067871?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,London,"£70,000 - £75,000 per annum",Senior Digital Analyst
Permanent,/jobs/financial-analyst/52255782?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,City of London,"£50,000 - £60,000 per annum",Financial Analyst 
Permanent,/jobs/bi-analyst/52242337?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,Pontypridd,"£35,000 - £45,000 per annum, inc benefits",BI Analyst
Permanent,/jobs/lead-bi-analyst/52133616?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,Birmingham,"£60,000 - £70,000 per annum",Lead BI Analyst
Permanent,/jobs/finance-business-analyst/52065280?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,"Ashford, Kent","£50,000 - £60,000 per annum",Finance Business Analyst
Permanent,/jobs/senior-finance-systems-analyst/52078259?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,Leeds,Competitive salary,Senior Finance Systems Analyst
Permanent,/jobs/helpdesk-analyst/52216860?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,Abingdon,"£24,000 per annum",Helpdesk Analyst
Permanent,/jobs/reporting-analyst-tableau-specialist/52161905?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,Stockport,"£45,000 - £60,000 per annum",Reporting Analyst - Tableau Specialist
Permanent,/jobs/reward-analyst/52134183?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,London,Salary negotiable,Reward Analyst
Contract,/jobs/reward-analyst/52182699?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,East Grinstead,"£45,000 - £55,000 per annum, inc benefits",Reward Analyst
Contract,/jobs/reward-analyst/52182697?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,Haywards Heath,"£45,000 - £55,000 per annum, inc benefits",Reward Analyst
Contract,/jobs/reward-analyst/52182695?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,Crawley,"£45,000 - £55,000 per annum, inc benefits",Reward Analyst
Permanent,/jobs/exposure-management-analyst/52060817?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,London,"£35,000 per annum",Exposure Management Analyst
Permanent,/jobs/fp-a-analyst/52210763?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,West London,"£50,000 - £55,000 per annum",FP&A Analyst
Permanent,/jobs/business-analyst/52141056?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,Fareham,"£34,999 - £35,000 per annum",Business Analyst
Permanent,/jobs/financial-analyst/52183664?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,Biggleswade,"£36,000 - £46,000 per annum",Financial Analyst
Permanent,/jobs/business-analyst/52247426?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,London,"£65,000 - £75,000 per annum, inc benefits, pro-rata",Business Analyst
Permanent,/jobs/senior-credit-risk-analyst/52114243?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,Cardiff,"£55,000 - £62,000 per annum",Senior Credit Risk Analyst 
Permanent,/jobs/senior-business-analyst/52011127?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D25,full-time,London,"£70,000 - £80,000 per annum",Senior business analyst
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Contract,/jobs/data-governance-analyst/52168319?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,Netherlands,€95 - €110 per hour,Data Governance Analyst
Temporary,/jobs/it-data-analyst/52212140?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,Manchester,£18.10 per hour,IT Data Analyst
Permanent,/jobs/lead-bi-analyst/52133616?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,Birmingham,"£60,000 - £70,000 per annum",Lead BI Analyst
Permanent,/jobs/senior-finance-systems-analyst/52078259?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,Leeds,Competitive salary,Senior Finance Systems Analyst
Permanent,/jobs/lead-product-analyst/52207047?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,London,"£80,000 - £90,000 per annum",Lead Product Analyst
Temporary,/jobs/product-manager/52173853?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,Central London,"£18 - £30 per hour, inc benefits",Product Manager
Permanent,/jobs/senior-pricing-analyst/52036669?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,Wallingford,"£45,000 - £55,000 per annum",Senior Pricing Analyst
Permanent,/jobs/fp-a-analyst/52210763?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,West London,"£50,000 - £55,000 per annum",FP&A Analyst
Permanent,/jobs/financial-analyst/52183664?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,Biggleswade,"£36,000 - £46,000 per annum",Financial Analyst
Permanent,/jobs/business-analyst/52247426?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,London,"£65,000 - £75,000 per annum, inc benefits, pro-rata",Business Analyst
Permanent,/jobs/business-analyst-55k-hybrid-once-a-week-in-office/52120312?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,Ilkley,"£55,000 per annum",Business Analyst - £55K  - Hybrid Once a week in office
Contract,/jobs/reward-analyst/52182698?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,Brighton,"£45,000 - £55,000 per annum, inc benefits",Reward Analyst
Permanent,/jobs/financial-analyst/52197753?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,Plymouth,Salary negotiable,Financial Analyst
Permanent,/jobs/senior-credit-risk-analyst/52114243?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,Cardiff,"£55,000 - £62,000 per annum",Senior Credit Risk Analyst 
Permanent,/jobs/market-research-analyst/52008336?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,London,"£30,000 - £35,000 per annum",Market Research Analyst
Contract,/jobs/loan-iq-analyst/52192543?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,London,£300 - £475 per day,Loan IQ Analyst
Permanent,/jobs/senior-analyst/52222663?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,London,"£45,000 - £55,000 per annum",Senior Analyst
Permanent,/jobs/senior-actuarial-analyst/52256006?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,East Horsley,"£50,000 - £63,000 per annum",Senior Actuarial Analyst
Permanent,/jobs/bi-business-analyst/52221331?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,Maidstone,"£49,000 per annum",BI Business Analyst
Permanent,/jobs/actuarial-analyst-senior-actuarial-analyst-technical-team/52079157?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,Glasgow,"£35,000 - £50,000 per annum",Actuarial Analyst / Senior Actuarial Analyst - Technical Team
Contract,/jobs/power-bi-analyst/52197479?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,Manchester,£250 - £300 per day,Power BI Analyst
Permanent,/jobs/research-analyst/52071413?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,Manchester,"£30,000 - £35,000 per annum",Research Analyst
Contract,/jobs/senior-finance-analyst/52116270?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,Edinburgh,£350 - £550 per day,Senior Finance Analyst
Permanent,/jobs/senior-digital-analyst/52192587?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,London,"£70,000 - £75,000 per annum",Senior Digital Analyst
Permanent,/jobs/senior-financial-analyst/52143698?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,Harrow,"£50,000 - £60,000 per annum",Senior Financial Analyst
Permanent,/jobs/senior-web-analyst/52071401?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,London,"£65,000 - £75,000 per annum",Senior Web Analyst
Permanent,/jobs/french-speaking-insight-analyst-digital-marketing-hybrid/52012657?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,London,Competitive salary,French Speaking Insight Analyst/Digital Marketing - Hybrid
Permanent,/jobs/business-analyst/52182945?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,Croydon,"£50,000 - £60,000 per annum",Business Analyst
Permanent,/jobs/senior-pricing-analyst-remote/52222828?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,London,"£45,000 - £65,000 per annum",Senior pricing Analyst - Remote
Permanent,/jobs/senior-product-analyst/52232156?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,London,"£65,000 - £75,000 per annum",Senior Product Analyst
Permanent,/jobs/lead-product-analyst/52247425?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,London,"£75,000 - £90,000 per annum",Lead Product Analyst
Contract,/jobs/privacy-analyst/52153426?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,Manchester,£350 - £400 per day,Privacy Analyst
Temporary,/jobs/product-manager/52173852?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,Central London,"£18 - £30 per hour, inc benefits",Product Manager
Permanent,/jobs/hr-analyst-workday-entertainment/52043734?source=searchResults&filter=%2Fjobs%2Fdata-analyst-jobs%3Fpageno%3D26,full-time,London,"£50,000 - £55,000 per annum",HR Analyst - Workday - Entertainment 
